,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
1577,2014-05-29 00:00:00,510000.0,3.0,1.5,2240,3800,2.0,0,0,3,1370,870,1929,0,8205 20th Ave NE,Seattle,WA 98115,USA
1584,2014-05-29 00:00:00,1425000.0,4.0,4.25,4960,6000,2.5,0,0,3,3680,1280,1909,2003,2611 1st Ave N,Seattle,WA 98109,USA
1588,2014-05-29 00:00:00,685000.0,3.0,1.75,1940,7313,1.0,0,1,4,1440,500,1960,2001,8750 Fauntlee Crest SW,Seattle,WA 98136,USA
1591,2014-05-29 00:00:00,350000.0,4.0,2.5,2040,22653,2.0,0,0,3,2040,0,2011,0,2471 S 116th Way,Seattle,WA 98168,USA
1592,2014-05-29 00:00:00,305000.0,2.0,2.25,1000,905,3.0,0,0,3,1000,0,2006,0,7534 24th Ave NW,Seattle,WA 98117,USA
1593,2014-05-29 00:00:00,645000.0,3.0,3.25,1730,1229,2.0,0,2,3,1320,410,2008,0,1949-1953 9th Ave W,Seattle,WA 98119,USA
1594,2014-05-30 00:00:00,385000.0,3.0,1.0,1220,4800,1.0,0,0,3,1220,0,1901,0,1915 E Marion St,Seattle,WA 98122,USA
1599,2014-05-30 00:00:00,425000.0,3.0,1.75,1680,3000,1.0,0,2,4,840,840,1900,1971,927 N 79th St,Seattle,WA 98103,USA
1601,2014-05-30 00:00:00,369000.0,3.0,2.0,1550,8509,1.0,0,0,3,1150,400,1959,1989,8102 7th Ave SW,Seattle,WA 98106,USA
1604,2014-05-30 00:00:00,650000.0,2.0,2.5,1740,2500,2.0,0,2,3,1210,530,1994,0,319 25th Ave E,Seattle,WA 98112,USA
1605,2014-05-30 00:00:00,299950.0,3.0,1.0,1210,9525,1.0,0,0,3,1210,0,1955,2005,8430 8th Ave SW,Seattle,WA 98106,USA
1608,2014-05-30 00:00:00,715000.0,4.0,1.75,3420,7200,1.0,0,3,5,1770,1650,1947,0,10718 Exeter Ave NE,Seattle,WA 98125,USA
1609,2014-05-30 00:00:00,659000.0,4.0,2.5,3190,11375,1.0,0,0,5,2210,980,1946,0,10326 Fischer Pl NE,Seattle,WA 98125,USA
1610,2014-05-30 00:00:00,490000.0,3.0,1.75,1920,5405,1.0,0,2,4,960,960,1947,1988,4832 38th Ave SW,Seattle,WA 98126,USA
1612,2014-05-30 00:00:00,750000.0,3.0,1.75,1700,8400,1.0,0,0,3,1460,240,1947,2012,3621 45th Ave W,Seattle,WA 98199,USA
1613,2014-05-30 00:00:00,700000.0,4.0,2.5,2310,3570,1.5,0,0,3,1490,820,1927,2014,8216 Linden Ave N,Seattle,WA 98103,USA
1617,2014-05-30 00:00:00,1365000.0,3.0,2.5,2090,6000,1.5,0,0,4,2090,0,1928,0,3832 43rd Ave NE,Seattle,WA 98105,USA
1619,2014-05-30 00:00:00,330000.0,2.0,2.5,1240,1546,2.0,0,0,3,1240,0,2007,0,4346 28th Ave S,Seattle,WA 98108,USA
1621,2014-05-30 00:00:00,560000.0,3.0,1.5,2000,7350,1.0,0,0,3,2000,0,1953,0,10605 9th Ave NW,Seattle,WA 98177,USA
1625,2014-05-30 00:00:00,315000.0,3.0,2.0,1060,5750,1.0,0,0,3,1060,0,1981,2013,5452 31st Ave SW,Seattle,WA 98126,USA
1627,2014-05-30 00:00:00,399000.0,2.0,1.0,940,4800,1.0,0,0,4,940,0,1911,1955,3209 63rd Ave SW,Seattle,WA 98116,USA
1631,2014-05-30 00:00:00,740000.0,5.0,3.75,3990,18897,2.0,0,0,3,3090,900,1937,2010,1714 NE Brockman Pl,Seattle,WA 98125,USA
1632,2014-05-30 00:00:00,280000.0,2.0,1.0,1880,7560,1.0,0,0,3,940,940,1919,2001,8611 32nd Ave SW,Seattle,WA 98126,USA
1635,2014-05-30 00:00:00,750000.0,4.0,2.75,2600,4674,1.0,0,0,3,1560,1040,1976,0,6820 39th Ave NE,Seattle,WA 98115,USA
1638,2014-05-30 00:00:00,427000.0,5.0,2.75,2220,4000,1.0,0,0,3,1230,990,1973,2013,3112 21st Ave S,Seattle,WA 98144,USA
1640,2014-05-30 00:00:00,735000.0,4.0,3.0,2840,4120,1.5,0,0,4,2060,780,1931,0,3849 Cascadia Ave S,Seattle,WA 98118,USA
1642,2014-05-30 00:00:00,240000.0,3.0,2.0,1330,6000,1.0,0,0,4,630,700,1900,1971,527 S Donovan St,Seattle,WA 98108,USA
1643,2014-05-30 00:00:00,645500.0,2.0,1.0,1890,5202,1.5,0,0,4,1890,0,1909,1989,6723 17th Ave NW,Seattle,WA 98117,USA
1647,2014-05-30 00:00:00,325000.0,3.0,1.75,2180,10230,1.0,0,0,4,1090,1090,1961,2001,9670 41st Ave S,Seattle,WA 98118,USA
1650,2014-05-30 00:00:00,919204.0,4.0,3.5,3760,5000,2.0,0,0,3,2860,900,2014,0,2822 NW 74th St,Seattle,WA 98117,USA
1657,2014-05-31 00:00:00,615000.0,3.0,2.25,1760,1146,3.0,0,0,3,1760,0,2014,0,601 22nd Ave,Seattle,WA 98122,USA
1660,2014-06-01 00:00:00,1505000.0,4.0,3.5,3480,7232,2.0,0,0,3,2580,900,1926,2010,1905 33rd Ave S,Seattle,WA 98144,USA
1663,2014-06-01 00:00:00,250000.0,1.0,1.0,750,4000,1.0,0,0,3,750,0,1918,0,4356 SW Concord St,Seattle,WA 98136,USA
1664,2014-06-02 00:00:00,315000.0,3.0,1.0,960,6634,1.0,0,0,3,960,0,1952,2008,1715 NE 135th St,Seattle,WA 98125,USA
1665,2014-06-02 00:00:00,404000.0,3.0,1.5,2030,8880,1.0,0,0,3,1330,700,1963,2008,4915 17th Ave S,Seattle,WA 98108,USA
1667,2014-06-02 00:00:00,285000.0,2.0,2.5,1380,1073,2.0,0,0,3,1140,240,2011,0,2802 SW Bataan St,Seattle,WA 98126,USA
1668,2014-06-02 00:00:00,500000.0,3.0,2.0,1720,5525,1.0,0,2,5,960,760,1941,0,4825 27th Ave S,Seattle,WA 98108,USA
1669,2014-06-02 00:00:00,380000.0,2.0,1.0,1210,4800,1.0,0,0,3,1060,150,1950,2005,4532 13th Ave S,Seattle,WA 98108,USA
1670,2014-06-02 00:00:00,469000.0,3.0,1.0,950,4250,1.5,0,0,5,950,0,1948,1985,1911 E Columbia St,Seattle,WA 98122,USA
1671,2014-06-02 00:00:00,405000.0,2.0,1.75,1710,4234,2.0,0,0,3,1330,380,1920,1979,4131 SW Kenyon St,Seattle,WA 98136,USA
1677,2014-06-02 00:00:00,629000.0,3.0,2.0,1760,5000,1.0,0,0,5,960,800,1920,0,2439 Piedmont Pl W,Seattle,WA 98199,USA
1678,2014-06-02 00:00:00,395000.0,1.0,1.0,730,3000,1.0,0,0,3,730,0,1911,1979,6215 30th Ave NW,Seattle,WA 98107,USA
1679,2014-06-02 00:00:00,965000.0,4.0,2.5,2460,5000,2.0,0,0,5,1620,840,1938,0,1024 Washington Pl E,Seattle,WA 98112,USA
1680,2014-06-02 00:00:00,820000.0,3.0,1.75,2160,6272,1.0,0,0,4,1390,770,1960,2001,2000-2098 NE 68th St,Seattle,WA 98115,USA
1681,2014-06-02 00:00:00,661000.0,4.0,2.25,1990,4600,1.5,0,2,4,1420,570,1932,1958,4426 38th Ave SW,Seattle,WA 98126,USA
1688,2014-06-02 00:00:00,686000.0,3.0,1.5,1840,9990,2.0,0,0,5,1840,0,1961,0,11727 9th Ave NW,Seattle,WA 98177,USA
1692,2014-06-02 00:00:00,430000.0,2.0,1.0,990,4802,1.0,0,0,3,990,0,1947,2012,8059 Loyal Way NW,Seattle,WA 98117,USA
1694,2014-06-02 00:00:00,809000.0,4.0,1.5,1840,4337,2.0,0,0,4,1840,0,1917,0,1218 19th Ave E,Seattle,WA 98112,USA
1695,2014-06-02 00:00:00,440150.0,2.0,1.0,1110,6800,1.0,0,0,5,1000,110,1947,0,12216 Greenwood Ave N,Seattle,WA 98133,USA
1698,2014-06-02 00:00:00,455000.0,2.0,1.0,1170,6000,1.0,0,0,4,970,200,1941,1998,9552 Phinney Ave N,Seattle,WA 98103,USA
1699,2014-06-02 00:00:00,635000.0,3.0,2.5,1960,7200,1.0,0,0,4,980,980,1940,2001,4131 51st Ave S,Seattle,WA 98118,USA
1703,2014-06-02 00:00:00,985000.0,3.0,1.75,1670,5400,2.0,0,0,5,1670,0,1912,0,1808 38th Ave E,Seattle,WA 98112,USA
1704,2014-06-02 00:00:00,465500.0,3.0,1.75,1890,7004,1.0,0,0,3,1290,600,1965,1993,5047 43rd Ave S,Seattle,WA 98118,USA
1707,2014-06-02 00:00:00,730000.0,4.0,2.0,2360,6000,1.0,0,0,5,1260,1100,1939,0,3635 41st Ave W,Seattle,WA 98199,USA
1711,2014-06-02 00:00:00,550000.0,3.0,2.0,1810,4064,1.5,0,0,3,1810,0,1925,2002,7820 Ashworth Ave N,Seattle,WA 98103,USA
1723,2014-06-02 00:00:00,345000.0,3.0,1.75,1990,5650,1.0,0,1,3,1320,670,1963,2008,10238 65th Ave S,Seattle,WA 98178,USA
1726,2014-06-02 00:00:00,342000.0,2.0,2.5,1175,1366,2.0,0,0,3,740,435,2005,0,9219 Stone Ave N,Seattle,WA 98103,USA
1728,2014-06-02 00:00:00,610000.0,5.0,2.5,3990,3839,1.0,0,0,4,1990,2000,1962,0,431 26th Ave E,Seattle,WA 98112,USA
1729,2014-06-02 00:00:00,455000.0,2.0,1.0,1140,5720,1.0,0,0,3,850,290,1947,2012,2711 NE 75th St,Seattle,WA 98115,USA
1730,2014-06-02 00:00:00,540000.0,4.0,1.75,1720,4240,1.5,0,0,4,1460,260,1925,1968,2722 30th Ave S,Seattle,WA 98144,USA
1732,2014-06-02 00:00:00,544000.0,3.0,1.5,1790,8203,1.5,0,1,3,1790,0,1910,2006,Schmitz Park to Alki Trail,Seattle,WA 98116,USA
1737,2014-06-02 00:00:00,400000.0,3.0,2.5,1495,936,3.0,0,0,3,1405,90,2006,0,1108 29th Ave S,Seattle,WA 98144,USA
1738,2014-06-03 00:00:00,425000.0,3.0,2.25,1660,6000,1.0,0,0,3,1110,550,1979,2014,942 27th Ave,Seattle,WA 98122,USA
1740,2014-06-03 00:00:00,650000.0,5.0,2.75,2550,5040,1.5,0,0,5,2550,0,1902,0,1417 26th Ave,Seattle,WA 98122,USA
1741,2014-06-03 00:00:00,850000.0,3.0,1.75,1370,3850,1.0,0,0,5,770,600,1911,1988,2015 42nd Ave E,Seattle,WA 98112,USA
1742,2014-06-03 00:00:00,930000.0,4.0,2.5,2200,4000,2.0,0,0,5,1430,770,1908,0,2418 10th Ave W,Seattle,WA 98119,USA
1743,2014-06-03 00:00:00,530000.0,3.0,1.75,1250,6041,1.5,0,0,5,1250,0,1942,0,2202 NE 83rd St,Seattle,WA 98115,USA
1745,2014-06-03 00:00:00,500000.0,3.0,1.75,1620,4200,1.0,0,0,5,830,790,1945,0,6209 40th Ave NE,Seattle,WA 98115,USA
1753,2014-06-03 00:00:00,1100000.0,4.0,3.75,2930,3200,1.5,0,0,5,2130,800,1925,0,115 W Raye St,Seattle,WA 98119,USA
1757,2014-06-03 00:00:00,689800.0,3.0,2.75,2390,9313,1.0,0,0,5,1390,1000,1942,0,12575 Corliss Ave N,Seattle,WA 98133,USA
1758,2014-06-03 00:00:00,430000.0,3.0,2.0,1360,5120,1.5,0,0,4,910,450,1924,0,4822 48th Ave SW,Seattle,WA 98116,USA
1759,2014-06-03 00:00:00,785200.0,3.0,2.25,1840,3500,1.5,0,0,5,1540,300,1910,0,3110 E Jefferson St,Seattle,WA 98122,USA
1765,2014-06-03 00:00:00,835000.0,4.0,2.75,1550,4000,1.5,0,0,3,1550,0,1930,1997,4325 NE 43rd St,Seattle,WA 98105,USA
1767,2014-06-03 00:00:00,440000.0,2.0,1.0,1230,6600,1.0,0,0,3,1130,100,1906,2014,3934 S Hudson St,Seattle,WA 98118,USA
1770,2014-06-03 00:00:00,613000.0,3.0,2.5,1350,3068,2.0,0,0,3,1350,0,1991,0,819 31st Ave,Seattle,WA 98122,USA
1772,2014-06-03 00:00:00,660000.0,3.0,2.5,2290,2798,3.0,0,0,4,2290,0,1953,1983,2402 Delmar Dr E,Seattle,WA 98102,USA
1773,2014-06-03 00:00:00,280000.0,2.0,1.5,1480,15641,1.0,0,0,4,1480,0,1940,2001,11405 26th Ave SW,Seattle,WA 98146,USA
1775,2014-06-03 00:00:00,235000.0,2.0,1.0,720,4840,1.0,0,0,4,720,0,1947,1988,5403 34th Ave SW,Seattle,WA 98126,USA
1776,2014-06-03 00:00:00,390000.0,3.0,2.0,1080,7236,1.0,0,0,5,1080,0,1947,0,808 NE 117th St,Seattle,WA 98125,USA
1781,2014-06-03 00:00:00,710000.0,3.0,2.0,2140,4923,1.0,0,0,4,1070,1070,1928,0,8250 Ashworth Ave N,Seattle,WA 98103,USA
1783,2014-06-03 00:00:00,312000.0,3.0,2.25,1540,5338,1.0,0,0,5,770,770,1954,0,9014 Ravenna Ave NE,Seattle,WA 98115,USA
1787,2014-06-03 00:00:00,545000.0,3.0,1.75,1810,3000,1.5,0,0,4,1810,0,1903,0,4331 5th Ave NW,Seattle,WA 98107,USA
1793,2014-06-03 00:00:00,409950.0,2.0,1.75,1370,5125,1.0,0,0,5,1370,0,1944,0,929 N 88th St,Seattle,WA 98103,USA
1804,2014-06-03 00:00:00,960000.0,4.0,3.0,4590,9150,2.0,0,0,3,3490,1100,1981,2013,13003 13th Ave NW,Seattle,WA 98177,USA
1805,2014-06-03 00:00:00,847000.0,5.0,1.0,2550,4623,2.5,0,0,4,2550,0,1905,0,805 30th Ave,Seattle,WA 98122,USA
1809,2014-06-03 00:00:00,605000.0,3.0,2.0,2060,4040,1.0,0,0,4,1120,940,1947,1988,510 N 70th St,Seattle,WA 98103,USA
1810,2014-06-03 00:00:00,425000.0,2.0,2.5,1140,1182,3.0,0,0,3,1140,0,2007,0,2017 NW 59th St,Seattle,WA 98107,USA
1814,2014-06-03 00:00:00,210000.0,3.0,1.0,1110,7962,1.0,0,0,3,1110,0,1962,2003,11048 21st Ave SW,Seattle,WA 98146,USA
1818,2014-06-03 00:00:00,718000.0,3.0,1.0,1030,4958,1.0,0,0,5,1030,0,1952,1998,4760 47th Ave NE,Seattle,WA 98105,USA
1831,2014-06-03 00:00:00,320000.0,3.0,3.25,1530,1602,2.0,0,0,3,1140,390,2013,1923,5201 23rd Ave SW,Seattle,WA 98106,USA
1832,2014-06-04 00:00:00,390000.0,3.0,2.25,1250,7500,1.0,0,0,5,1250,0,1942,0,10111 32nd Pl SW,Seattle,WA 98146,USA
1834,2014-06-04 00:00:00,375000.0,4.0,1.75,2200,7475,1.0,0,0,5,1100,1100,1955,0,6609 43rd Ave S,Seattle,WA 98118,USA
1835,2014-06-04 00:00:00,240500.0,3.0,1.75,1460,10584,1.0,0,0,3,990,470,1997,0,1219 S 124th St,Seattle,WA 98168,USA
1840,2014-06-04 00:00:00,327500.0,3.0,1.0,1070,7140,1.0,0,0,3,1070,0,1989,0,3510 S Holly St,Seattle,WA 98118,USA
1846,2014-06-04 00:00:00,280000.0,2.0,1.0,960,4920,1.0,0,0,3,960,0,1942,1999,9007 4th Ave NW,Seattle,WA 98117,USA
1849,2014-06-04 00:00:00,865000.0,3.0,1.75,2090,4725,2.0,0,0,3,1610,480,1947,2013,2825 W Elmore Pl,Seattle,WA 98199,USA
1853,2014-06-04 00:00:00,135000.0,1.0,1.0,790,13062,1.0,0,0,3,790,0,1942,1999,1641 S 124th St,Seattle,WA 98168,USA
1854,2014-06-04 00:00:00,437000.0,2.0,1.75,1500,6800,1.0,0,0,4,910,590,1942,1982,9702 12th Ave NW,Seattle,WA 98117,USA
1858,2014-06-04 00:00:00,2400000.0,5.0,3.25,3410,9088,2.0,0,3,3,2760,650,1912,1994,309 W Prospect St,Seattle,WA 98119,USA
1861,2014-06-04 00:00:00,175000.0,2.0,1.0,670,2378,1.0,0,0,3,670,0,1919,2001,3021-1/2 SW Harbor Ln,Seattle,WA 98126,USA
1867,2014-06-04 00:00:00,465000.0,3.0,1.0,910,4500,1.0,0,0,3,910,0,1948,1994,2915 NW 75th St,Seattle,WA 98117,USA
1868,2014-06-04 00:00:00,540000.0,3.0,1.0,1050,4160,1.0,0,0,4,1050,0,1925,1968,2511 NE 65th St,Seattle,WA 98115,USA
1869,2014-06-04 00:00:00,525000.0,3.0,2.0,1540,7800,1.0,0,0,3,1540,0,2004,2003,10340 38th Ave NE,Seattle,WA 98125,USA
1872,2014-06-04 00:00:00,760500.0,3.0,2.0,1990,3990,1.0,0,0,5,1130,860,1912,0,4117 Bagley Ave N,Seattle,WA 98103,USA
1885,2014-06-04 00:00:00,519000.0,2.0,1.0,830,2820,1.0,0,0,4,830,0,1920,0,8216 Linden Ave N,Seattle,WA 98103,USA
1887,2014-06-04 00:00:00,317000.0,3.0,1.0,1010,5400,1.0,0,0,3,1010,0,1959,1989,3100-3198 S Byron St,Seattle,WA 98144,USA
1888,2014-06-04 00:00:00,371000.0,3.0,1.5,1420,4500,1.0,0,0,3,1420,0,1959,1989,2142 N 90th St,Seattle,WA 98103,USA
1891,2014-06-04 00:00:00,499950.0,3.0,2.5,1520,2208,2.0,0,0,3,1040,480,2007,0,2537 13th Ave W,Seattle,WA 98119,USA
1892,2014-06-04 00:00:00,375000.0,2.0,1.0,820,6250,1.0,0,0,4,820,0,1922,0,6018 41st Ave SW,Seattle,WA 98136,USA
1893,2014-06-04 00:00:00,640000.0,3.0,2.5,1690,1553,2.5,0,0,3,1690,0,2007,0,2647 22nd Ave W,Seattle,WA 98199,USA
1897,2014-06-04 00:00:00,989000.0,5.0,3.5,3280,4000,2.0,0,0,3,2440,840,2003,0,8309 30th Ave NW,Seattle,WA 98117,USA
1902,2014-06-04 00:00:00,365000.0,2.0,1.0,1250,8100,1.0,0,0,4,1250,0,1947,1988,13727 1st Ave NE,Seattle,WA 98125,USA
1904,2014-06-04 00:00:00,411715.0,3.0,1.75,1840,5101,1.0,0,0,5,1040,800,1952,1998,4902 12th Ave S,Seattle,WA 98108,USA
1907,2014-06-04 00:00:00,489000.0,3.0,1.5,1020,9072,1.0,0,0,3,920,100,1930,1997,9110 25th Ave NE,Seattle,WA 98115,USA
1912,2014-06-04 00:00:00,355000.0,2.0,1.75,1650,4000,1.0,0,0,4,950,700,1947,1988,4541 11th Ave S,Seattle,WA 98108,USA
1913,2014-06-04 00:00:00,742000.0,3.0,3.25,1540,704,3.0,0,0,3,1540,0,2011,0,1820 E Howell St,Seattle,WA 98122,USA
1914,2014-06-04 00:00:00,399950.0,3.0,1.5,2080,5244,1.0,0,0,3,1190,890,1959,1989,11812 33rd Ave NE,Seattle,WA 98125,USA
1924,2014-06-04 00:00:00,767450.0,3.0,2.0,1630,7599,1.0,0,0,3,1630,0,2006,0,1464 NW 95th St,Seattle,WA 98117,USA
1926,2014-06-04 00:00:00,586500.0,3.0,2.5,1780,1487,3.0,0,0,3,1600,180,2006,0,3840 Evanston Ave N,Seattle,WA 98103,USA
1928,2014-06-04 00:00:00,455000.0,3.0,1.75,1420,1189,3.0,0,0,3,1420,0,2006,0,514 N 46th St,Seattle,WA 98103,USA
1933,2014-06-05 00:00:00,620000.0,4.0,2.25,2400,5350,1.5,0,0,4,1460,940,1929,0,6509 10th Ave NW,Seattle,WA 98117,USA
1934,2014-06-05 00:00:00,269000.0,3.0,1.0,1690,4250,1.0,0,0,3,1020,670,1967,2011,12035-12225 61st Ave S,Seattle,WA 98178,USA
1935,2014-06-05 00:00:00,875000.0,3.0,3.5,3250,6000,2.0,0,0,3,2500,750,2001,0,5422 46th Ave SW,Seattle,WA 98136,USA
1938,2014-06-05 00:00:00,647500.0,3.0,1.75,1290,3870,1.0,0,0,5,1290,0,1916,0,1727 Lake Washington Blvd S,Seattle,WA 98144,USA
1939,2014-06-05 00:00:00,450000.0,4.0,1.0,2000,4676,1.5,0,0,3,1250,750,1916,1986,5421-5499 52nd Terrace S,Seattle,WA 98118,USA
1940,2014-06-05 00:00:00,440000.0,3.0,1.0,1050,7500,1.0,0,0,3,1050,0,1900,2005,6057-6061 50th Ave SW,Seattle,WA 98136,USA
1941,2014-06-05 00:00:00,445000.0,4.0,2.5,2340,3784,2.0,0,0,3,2340,0,2008,0,908 SW Austin St,Seattle,WA 98106,USA
1943,2014-06-05 00:00:00,875000.0,5.0,2.5,2920,5568,2.0,0,0,3,2320,600,1906,2014,747 16th Ave E,Seattle,WA 98112,USA
1948,2014-06-05 00:00:00,495000.0,5.0,3.0,2440,4750,1.0,0,0,3,1450,990,2006,0,5954 24th Ave S,Seattle,WA 98108,USA
1951,2014-06-05 00:00:00,1300000.0,6.0,4.5,3902,3880,3.0,0,4,4,2782,1120,1977,0,2306 Halleck Ave SW,Seattle,WA 98116,USA
1956,2014-06-05 00:00:00,546000.0,2.0,1.0,970,3400,1.0,0,0,3,970,0,1924,2011,2707 Queen Anne Ave N,Seattle,WA 98109,USA
1967,2014-06-05 00:00:00,700000.0,3.0,1.75,1910,4800,1.0,0,0,3,1080,830,1959,1989,7529 Bagley Ave N,Seattle,WA 98103,USA
1970,2014-06-05 00:00:00,640000.0,3.0,1.75,2340,4206,1.0,0,0,5,1170,1170,1917,0,2955 36th Ave S,Seattle,WA 98144,USA
1971,2014-06-05 00:00:00,390000.0,3.0,2.0,1463,868,3.0,0,0,3,1463,0,2003,0,7538 Roosevelt Way NE,Seattle,WA 98115,USA
1972,2014-06-05 00:00:00,466500.0,3.0,1.0,1430,3840,1.0,0,0,3,950,480,1945,2010,7550 19th Ave NW,Seattle,WA 98117,USA
1979,2014-06-05 00:00:00,356000.0,2.0,1.0,920,4095,1.0,0,0,4,920,0,1914,1945,5968 44th Ave S,Seattle,WA 98118,USA
1981,2014-06-05 00:00:00,229000.0,2.0,1.0,1190,7408,1.0,0,0,3,830,360,1941,1994,10427 18th Ave S,Seattle,WA 98168,USA
1984,2014-06-05 00:00:00,619000.0,4.0,1.75,1660,3800,1.5,0,0,3,1660,0,1926,2003,8054 Brooklyn Ave NE,Seattle,WA 98115,USA
1985,2014-06-05 00:00:00,547000.0,3.0,2.5,1480,8381,1.0,0,0,4,1480,0,1968,0,10746 38th Ave NE,Seattle,WA 98125,USA
1987,2014-06-05 00:00:00,499000.0,3.0,3.5,1690,1432,2.0,0,0,3,1360,330,2008,0,3427 33rd Ave W,Seattle,WA 98199,USA
1992,2014-06-05 00:00:00,453500.0,4.0,1.75,2000,6032,1.0,0,2,3,1300,700,1959,1989,4404 SW 101st St,Seattle,WA 98146,USA
1994,2014-06-05 00:00:00,456000.0,4.0,1.75,1670,9886,1.0,0,0,5,1670,0,1947,0,13205 39th Ave NE,Seattle,WA 98125,USA
1997,2014-06-05 00:00:00,335000.0,3.0,2.0,1170,5360,1.0,0,0,3,1170,0,1919,2001,9432 25th Ave SW,Seattle,WA 98106,USA
2001,2014-06-05 00:00:00,605004.0,4.0,2.0,1370,4000,2.0,0,0,3,1370,0,1951,1994,2825 W Jameson St,Seattle,WA 98199,USA
2002,2014-06-05 00:00:00,886000.0,4.0,2.0,2660,3900,1.5,0,0,4,1480,1180,1923,0,1926 E Lynn St,Seattle,WA 98112,USA
2009,2014-06-05 00:00:00,465000.0,3.0,2.25,1530,1245,2.0,0,0,3,1050,480,2014,0,2716 E Yesler Way,Seattle,WA 98122,USA
2010,2014-06-05 00:00:00,584000.0,3.0,2.5,1480,1485,2.0,0,0,3,1280,200,2007,0,2027 Eastlake Ave E,Seattle,WA 98102,USA
2011,2014-06-05 00:00:00,275000.0,3.0,3.0,1390,1080,2.0,0,0,3,1140,250,2006,0,4022 S Bozeman St,Seattle,WA 98118,USA
2012,2014-06-05 00:00:00,324500.0,3.0,2.5,1660,3990,2.0,0,0,3,1660,0,2009,0,8132 Wolcott Ave S,Seattle,WA 98118,USA
2013,2014-06-05 00:00:00,700000.0,3.0,2.5,2050,4185,2.0,0,0,3,2050,0,2011,0,8708 12th Ave NW,Seattle,WA 98117,USA
2014,2014-06-06 00:00:00,385200.0,4.0,1.0,1550,7740,1.5,0,0,3,1550,0,1954,2005,9014 34th Ave SW,Seattle,WA 98126,USA
2016,2014-06-06 00:00:00,735000.0,4.0,2.5,2820,6180,2.0,0,0,3,2050,770,2013,1923,3958 S Lucile St,Seattle,WA 98118,USA
2017,2014-06-06 00:00:00,389250.0,2.0,1.5,1490,4080,1.0,0,0,3,930,560,1956,2001,3738 SW Ida St,Seattle,WA 98126,USA
2019,2014-06-06 00:00:00,545000.0,4.0,2.5,2040,6034,2.0,0,0,3,2040,0,1990,2009,9106 5th Ave NE,Seattle,WA 98115,USA
2020,2014-06-06 00:00:00,550000.0,3.0,1.5,1900,5000,1.5,0,0,3,1640,260,1926,2003,6810 31st Ave NE,Seattle,WA 98115,USA
2029,2014-06-06 00:00:00,500000.0,4.0,1.0,1720,4011,1.5,0,0,4,1720,0,1904,0,3004 NW 59th St,Seattle,WA 98107,USA
2036,2014-06-06 00:00:00,920000.0,4.0,2.75,2880,5750,1.5,0,0,5,1710,1170,1928,1970,1718 44th Ave SW,Seattle,WA 98116,USA
2038,2014-06-06 00:00:00,435000.0,2.0,1.0,1260,4080,1.5,0,0,5,1260,0,1926,0,802 NE 80th St,Seattle,WA 98115,USA
2040,2014-06-06 00:00:00,1370000.0,2.0,2.25,2460,16940,1.5,0,4,4,1930,530,1936,0,6827 36th Ave NW,Seattle,WA 98117,USA
2043,2014-06-06 00:00:00,253500.0,2.0,1.0,810,4800,1.0,0,0,3,810,0,1948,1994,8850 34th Ave SW,Seattle,WA 98126,USA
2050,2014-06-06 00:00:00,595000.0,4.0,2.5,1990,2175,2.0,0,0,3,1680,310,2005,0,1102 NW 56th St,Seattle,WA 98107,USA
2052,2014-06-06 00:00:00,660000.0,3.0,1.75,1980,3300,1.5,0,0,4,1140,840,1926,1993,6040 27th Ave NE,Seattle,WA 98115,USA
2054,2014-06-06 00:00:00,285000.0,2.0,1.0,780,5000,1.0,0,0,4,780,0,1943,0,10222 18th Ave SW,Seattle,WA 98146,USA
2055,2014-06-06 00:00:00,435000.0,3.0,2.0,980,5000,1.0,0,0,3,980,0,1940,1996,830 Davis Pl S,Seattle,WA 98144,USA
2061,2014-06-06 00:00:00,1280000.0,4.0,3.5,3010,3600,2.0,0,0,3,2370,640,1999,0,1622 38th Ave E,Seattle,WA 98112,USA
2065,2014-06-06 00:00:00,739000.0,4.0,3.0,2720,3800,2.0,0,0,5,1800,920,1919,1934,6326 20th Ave NE,Seattle,WA 98115,USA
2066,2014-06-06 00:00:00,452000.0,2.0,1.75,1740,5400,1.0,0,0,4,990,750,1946,1989,9411 44th Pl NE,Seattle,WA 98115,USA
2068,2014-06-06 00:00:00,279000.0,5.0,2.5,2690,5557,2.0,0,0,3,2690,0,2012,1912,6421 S 124th St,Seattle,WA 98178,USA
2071,2014-06-06 00:00:00,405000.0,2.0,2.0,1405,1073,2.0,0,0,3,1140,265,2007,0,1111 29th Ave,Seattle,WA 98122,USA
2074,2014-06-07 00:00:00,490000.0,3.0,3.0,1730,2940,3.0,0,0,3,1730,0,1985,0,2639 NW 86th St,Seattle,WA 98117,USA
2081,2014-06-08 00:00:00,445000.0,2.0,1.0,1440,3225,1.0,0,0,3,960,480,1915,0,1608 N 50th St,Seattle,WA 98103,USA
2084,2014-06-08 00:00:00,455000.0,3.0,1.0,1300,3550,1.5,0,0,3,1300,0,1927,2011,5606 8th Ave NE,Seattle,WA 98105,USA
2087,2014-06-09 00:00:00,410000.0,3.0,1.0,1410,5060,1.0,0,0,4,910,500,1956,0,10711 Ashworth Ave N,Seattle,WA 98133,USA
